synthetic_record_id,internal_project_id,record_mode,enrichment_source,synthetic_as_of_date,scenario_type,demo_case_id,mixed_signals,overlap_group_id,anomaly_notes,synthetic_disclaimer,real_state,real_constituency,real_category,real_work_description,real_allocation_amount,real_recommended_date,real_status,real_lifecycle_stage,real_ida,real_city,real_block,real_village,real_mp_name,real_house,implementing_district,implementing_agency,vendor_name,sanction_date,planned_start_date,planned_completion_date,actual_start_date,actual_completion_date,sanctioned_amount,expenditure_amount,latitude,longitude,coordinate_source,project_area,physical_progress_percent,milestone_number,milestone_amount,milestone_total_amount
synthetic:enr:26102:005479,internal:8d208b160a062c8a54eced57e3d35e0675f982105761c8e8f44334d737ba9c95,HYBRID,SYNTHETIC,2024-06-30,COST_ANOMALY,,,,SYNTHETIC COST_ANOMALY/OVERBILL signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Bihar,KISHANGANJ,Normal/Others,WS/MP319/2023-2024/35774 - Lighting of public spaces,955000,2023-10-11,Completed,COMPLETED,DISTRICT PLANNING OFFICER PURNIA_IDA,,AMOUR,Machhatta,Dr Mohammad Jawed,Lok Sabha,PURNIA [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT PLANNING OFFICER PURNIA_IDA,SYNTHETIC PURNIA Lighting Works Contractor,2023-11-05,2023-11-23,2024-02-06,2023-11-26,2024-02-12,955000,1439114,25.145795,85.1948,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Machhatta, Bihar",100,2,535221,1070443
synthetic:enr:26102:005480,internal:8d2537609680427fddd9fd48332d4e3f68f239e4c21d8522552649a977350f75,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Odisha,BOLANGIR,Normal/Others,WS/MP373/2023-2024/6914 - Construction of community centers and community halls,200000,2023-07-29,Unsanctioned,FUTURE,DISTRICT COLLECTOR BOLANGIR_IDA,,TUREKELA,Mandala,Smt Sangeeta Kumari Singh Deo,Lok Sabha,BOLANGIR [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR BOLANGIR_IDA,SYNTHETIC BOLANGIR Community Works Contractor,,,,,,,,20.947085,85.402347,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Community Hall site near Mandala, Odisha",0,,,
synthetic:enr:26102:005481,internal:8d282ad6a352334fcc06c2ec94ef047a2c199d32d0835c58d7a29ec356b8e0d0,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Gujarat,Sitting Rajya Sabha,Normal/Others,"NA - Purchase of ambulances (Four, three and two wheelers)",3000000,2023-08-17,Unsanctioned,FUTURE,DISTRICT COLLECTOR AHMADABAD_IDA,Ahmadabad,,,SHRI Jugalsinh Mathurji Lokhandwala,Rajya Sabha,AHMADABAD [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR AHMADABAD_IDA,SYNTHETIC AHMADABAD General Works Agency,,,,,,,,22.444101,71.344861,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Ahmadabad, Gujarat",0,,,
synthetic:enr:26102:005482,internal:8d2a3a743d4854cd0672898312a17b1b7be3461dd04a95c0b19d6febc3c943d9,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Odisha,BOLANGIR,Normal/Others,WS/MP373/2023-2024/20568 - Construction of community centers and community halls,200000,2023-09-15,Unsanctioned,FUTURE,DISTRICT COLLECTOR BOLANGIR_IDA,,PATNAGARH,Bindhanpathar,Smt Sangeeta Kumari Singh Deo,Lok Sabha,BOLANGIR [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR BOLANGIR_IDA,SYNTHETIC BOLANGIR Community Works Constructions,,,,,,,,20.804219,85.066441,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Community Hall site near Bindhanpathar, Odisha",0,,,
synthetic:enr:26102:005483,internal:8d2cfda67ea1dd8fbb4ccb05d1d89a9fde13c5b0b05ffcb99a60cb41f5e0681f,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Himachal Pradesh,KANGRA,Normal/Others,NA - Construction of common work sheds/ common covered sitting area,200000,2024-01-17,Unsanctioned,FUTURE,DEPUTY COMMISSIONER KANGRA_IDA,,Nagrota Bagwan,Chakban Ambari (649),Kishan Kapoor,Lok Sabha,KANGRA [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER KANGRA_IDA,SYNTHETIC KANGRA General Works Contractor,,,,,,,,30.792996,76.926086,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Chakban Ambari (649), Himachal Pradesh",0,,,
synthetic:enr:26102:005484,internal:8d3e0381ab1c5da907518826bb1e20a8f4c29ebb52dd3123e311eb93aeb5e103,HYBRID,SYNTHETIC,2024-06-30,TIME_ANOMALY,,,,SYNTHETIC TIME_ANOMALY/STUCK signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Punjab,SANGRUR,Normal/Others,WS/MP382/2023-2024/14537 - Installation of multi-gym equipment,186000,2023-08-31,Sanctioned,FUTURE,Deputy Commissioner Malerkotla_IDA,,Malerkotla H,Hakimpura (68),Sardar Simranjit Singh Mann,Lok Sabha,Malerkotla [SYNTHETIC],SYNTHETIC implementing unit attached to Deputy Commissioner Malerkotla_IDA,SYNTHETIC Malerkotla General Works Contractor,2023-09-20,2023-09-28,2024-04-13,2023-09-28,,186000,25110,31.429774,75.433473,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Hakimpura (68), Punjab",15,,,
synthetic:enr:26102:005485,internal:8d4036e7eb0bbd212ee417571f9a63a0d8981881dda1a2d65c15eac30df89e3d,HYBRID,SYNTHETIC,2024-06-30,MIXED,,"EVIDENCE_GHOST,COST_ANOMALY",,"SYNTHETIC COST_ANOMALY/OVERBILL signal for prototype testing; not a legal finding. | SYNTHETIC EVIDENCE/GHOST: completed claim with no coordinates. | SYNTHETIC MIXED signals: EVIDENCE_GHOST,COST_ANOMALY","SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Rajasthan,BARMER,Normal/Others,WS/MP733/2023-2024/12902 - Construction of rooms and halls in school and colleges,2000000,2023-08-24,Ongoing,ONGOING,DISTRICT COLLECTOR BARMER_IDA,,BAYTOO,Rampura,Kailash Choudhary,Lok Sabha,BARMER [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR BARMER_IDA,SYNTHETIC BARMER Building Works Constructions,2023-09-03,2023-09-12,2024-10-11,2023-09-21,2024-06-30,2000000,4109664,,,SYNTHETIC missing GPS for GHOST prototype case; not official,"SYNTHETIC Building site near Rampura, Rajasthan",100,3,734193,2202580
synthetic:enr:26102:005486,internal:8d405a354a25793ded75e43dd88abfb16789b002bd956f32b84ed0615c686f63,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttarakhand,ALMORA(SC),Normal/Others,NA - Improvement of electricity distribution infrastructure,50000,2024-01-25,Unsanctioned,FUTURE,DISTRICT MAGISTRATE BAGESHWAR_IDA,,Kapkot,Jhopara,Ajay Tamta,Lok Sabha,BAGESHWAR [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRATE BAGESHWAR_IDA,SYNTHETIC BAGESHWAR General Works Agency,,,,,,,,30.20901,79.365114,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Jhopara, Uttarakhand",0,,,
synthetic:enr:26102:005487,internal:8d419e13a4c3ecd50b8172616e1362447c02ba394cbbbad3d47a87b73338b533,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Rajasthan,Sitting Rajya Sabha,Normal/Others,NA - Construction of community centers and community halls,250000,2023-09-03,Unsanctioned,FUTURE,DISTRICT COLLECTOR DAUSA_IDA,,MAHWA,Handiya,SHRI Kirodi Lal,Rajya Sabha,DAUSA [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR DAUSA_IDA,SYNTHETIC DAUSA Community Works Contractor,,,,,,,,26.779411,74.384981,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Community Hall site near Handiya, Rajasthan",0,,,
synthetic:enr:26102:005488,internal:8d447318ce1a613c68ad33f4cfe6d1eaaf6f69f2fde530664f6b1350152aec1a,HYBRID,SYNTHETIC,2024-06-30,COST_ANOMALY,,,,SYNTHETIC COST_ANOMALY/OVERBILL signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP198/2023-2024/3498 - Lighting of public spaces,283000,2023-07-13,Sanctioned,FUTURE,DISTRICT MAGISTRAE PILIBHIT_IDA,,AMARIYA,Kargaina Peera,SHRI Ramji,Rajya Sabha,PILIBHIT [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRAE PILIBHIT_IDA,SYNTHETIC PILIBHIT Lighting Works Agency,2023-07-28,2024-06-23,2024-09-21,,,283000,391041,26.858067,80.6197,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Kargaina Peera, Uttar Pradesh",0,2,198859,397719
synthetic:enr:26102:005489,internal:8d45c6073262546035277e541ff41ec40405643e7394a929fed4b64b5f46f657,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,"WS/MP185/2023-2024/24863 - Construction of roads, approach roads, link roads and pathways",1000000,2023-09-22,Unsanctioned,FUTURE,DISTRICT MAGISTRATE MEERUT_IDA,,SARDHANA,Khera,SH Vijay Pal Singh Tomar,Rajya Sabha,MEERUT [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRATE MEERUT_IDA,SYNTHETIC MEERUT Roadworks Agency,,,,,,,,26.941191,80.868545,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Khera, Uttar Pradesh",0,,,
synthetic:enr:26102:005490,internal:8d4a3f71b149127f304577d0fe413f102c64c186f86d42ac3c62088fcc0e6b94,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Jharkhand,DUMKA(ST),Normal/Others,NA - Construction of artificial reef,400000,2023-12-22,Unsanctioned,FUTURE,DEPUTY COMMISSIONER DEOGHAR_IDA,,SARATH,Charakmara,Sunil Soren,Lok Sabha,DEOGHAR [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER DEOGHAR_IDA,SYNTHETIC DEOGHAR General Works Contractor,,,,,,,,23.324036,85.38885,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Charakmara, Jharkhand",0,,,
synthetic:enr:26102:005491,internal:8d4b34431328bacfb7259be09dbb666720af63c85c543f23626c385ad371bc68,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Odisha,JAJPUR(SC),Normal/Others,WS/MP709/2023-2024/8562 - Construction of buildings for community cultural activities,300000,2023-08-09,Unsanctioned,FUTURE,DISTRICT COLLECTOR JAJPUR_IDA,,KOREI,Pathara Pada,Smt Sarmistha Sethi,Lok Sabha,JAJPUR [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR JAJPUR_IDA,SYNTHETIC JAJPUR Building Works Constructions,,,,,,,,21.242787,84.95479,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Building site near Pathara Pada, Odisha",0,,,
synthetic:enr:26102:005492,internal:8d58d7caaefc3c65b5c141c14aacf2c5a7881bcf386127c97104e195a6c78a5a,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Jharkhand,SINGHBHUM(ST),Normal/Others,"NA - Construction of roads, link roads, pathways or any other road with or without drainage system",471900,2024-01-17,Unsanctioned,FUTURE,DEPUTY COMMISSIONER WEST SINGHBHUM_IDA,,Tantnagar,Kumbram,Geeta Kora,Lok Sabha,WEST SINGHBHUM [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER WEST SINGHBHUM_IDA,SYNTHETIC WEST SINGHBHUM Roadworks Agency,,,,,,,,23.916492,85.277314,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Kumbram, Jharkhand",0,,,
synthetic:enr:26102:005493,internal:8d60780406eb6aa33398e30c749632baceea601c5385887c4385e5bd6b9badbd,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Punjab,HOSHIARPUR(SC),Normal/Others,WS/MP378/2023-2024/8643 - Providing supply pipelines for drinking water,100000,2023-08-10,Unsanctioned,FUTURE,DEPUTY COMMISSIONER HOSHIARPUR_IDA,,MAHILPUR,Chak Narial (336),Shri Som Prakash,Lok Sabha,HOSHIARPUR [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER HOSHIARPUR_IDA,SYNTHETIC HOSHIARPUR Water Systems Agency,,,,,,,,31.467927,75.675163,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Water site near Chak Narial (336), Punjab",0,,,
synthetic:enr:26102:005494,internal:8d66f31940de2d4746a28abcd91f6444904d36f6467457c1279975dce3a551e4,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Odisha,BHUBANESWAR,Normal/Others,NA - Construction of buildings for community cultural activities,200000,2023-06-10,Unsanctioned,FUTURE,DISTRICT COLLECTOR KHORDHA_IDA,Khordha,,,Smt Aparajita Sarangi,Lok Sabha,KHORDHA [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR KHORDHA_IDA,SYNTHETIC KHORDHA Building Works Constructions,,,,,,,,20.898277,85.024907,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Building site near Khordha, Odisha",0,,,
synthetic:enr:26102:005495,internal:8d6d16c9c48d9cafe342323b905c27d9c797140aff4ae9787f50dbde26f440f0,HYBRID,SYNTHETIC,2024-06-30,COST_ANOMALY,,,,SYNTHETIC COST_ANOMALY/OVERBILL signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Jharkhand,Sitting Rajya Sabha,Normal/Others,WS/MP007/2023-2024/3137 - Installing tube-wells and borewells,460800,2023-07-11,Sanctioned,FUTURE,DEPUTY COMMISSIONER RANCHI_IDA,Ranchi,,,Smt. Mahua Maji,Rajya Sabha,RANCHI [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER RANCHI_IDA,SYNTHETIC RANCHI General Works Constructions,2023-07-23,2024-06-23,2024-08-31,,,460800,808305,23.847334,85.482787,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Ranchi, Jharkhand",0,4,129139,516558
synthetic:enr:26102:005496,internal:8d73fb44227a4e0b9509cd55d7b948508a3abdfc0f09414fe392129270be2c1a,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Assam,KALIABOR,Normal/Others,NA - Construction of boundary walls of existing public and community buildings,300000,2023-11-21,Unsanctioned,FUTURE,DEPUTY COMMISSIONER NOWGONG_IDA,,JURIA,Simalu-Ati,Gaurav Gogoi,Lok Sabha,NOWGONG [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER NOWGONG_IDA,SYNTHETIC NOWGONG Civil Works Contractor,,,,,,,,25.992434,93.021061,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Boundary Wall site near Simalu-Ati, Assam",0,,,
synthetic:enr:26102:005497,internal:8d7cc99d89f16b484c9d979a03baf11dbdb90085f7e36f59d47bdc779be9e046,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Punjab,Sitting Rajya Sabha,Normal/Others,NA - Construction of community centers and community halls,500000,2024-02-25,Unsanctioned,FUTURE,DEPUTY COMMISSIONER SANGRUR_IDA,,Moonak,Dudian (94),Shri Sant Balbir Singh,Rajya Sabha,SANGRUR [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER SANGRUR_IDA,SYNTHETIC SANGRUR Community Works Agency,,,,,,,,31.23656,75.656348,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Community Hall site near Dudian (94), Punjab",0,,,
synthetic:enr:26102:005498,internal:8d85a4d7b046e4ee843b90b046a0d2cdc96dc52c3a0d5d80e39202e9aa975ba8,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Rajasthan,AJMER,Normal/Others,NA - Construction of community centers and community halls,1000000,2023-10-02,Unsanctioned,FUTURE,DISTRICT COLLECTOR JAIPUR_IDA,,DUDU,Padasoli,Bhagirath Chaudhary,Lok Sabha,JAIPUR [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR JAIPUR_IDA,SYNTHETIC JAIPUR Community Works Constructions,,,,,,,,26.921659,73.990687,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Community Hall site near Padasoli, Rajasthan",0,,,
synthetic:enr:26102:005499,internal:8d9116d9de118c0e6c953fc6015192407d53355779563fe2d629be9dc607373d,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Gujarat,Sitting Rajya Sabha,Normal/Others,NA - Providing drains and gutters for public drainage,300000,2023-12-27,Unsanctioned,FUTURE,DISTRICT COLLECTOR AHMADABAD_IDA,,Dholka,Ambareli,Dr Amee Yajnik Harshadray,Rajya Sabha,AHMADABAD [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR AHMADABAD_IDA,SYNTHETIC AHMADABAD General Works Constructions,,,,,,,,21.985379,71.18693,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Ambareli, Gujarat",0,,,
synthetic:enr:26102:005500,internal:8d9375add68228093a74bb37fc3e107f15db585f4efa7fa2670e5943560341c3,HYBRID,SYNTHETIC,2024-06-30,TIME_ANOMALY,,,,SYNTHETIC TIME_ANOMALY/STUCK signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttar Pradesh,AMROHA,Normal/Others,WS/MP408/2023-2024/38128 - Lighting of public spaces,167300,2023-10-18,Sanctioned,FUTURE,DISTRICT MAGISTRATE JYOTIBAPHULE NAGAR_IDA,,HASANPUR,Jeehal,Shri Kunwar Danish Ali,Lok Sabha,JYOTIBAPHULE NAGAR [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRATE JYOTIBAPHULE NAGAR_IDA,SYNTHETIC JYOTIBAPHULE NAGAR Lighting Works Constructions,2023-10-28,2023-11-16,2024-01-14,2023-11-16,,167300,7528,27.072743,81.151094,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Jeehal, Uttar Pradesh",5,,,
synthetic:enr:26102:005501,internal:8da4dbf4dba88fcefbd61362d7a78bfde7aa4e3906acd35b80fbe3694bafdaa1,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Tamil Nadu,TIRUVALLUR(SC),Normal/Others,WS/MP735/2023-2024/60676 - Lighting of public spaces,435000,2023-12-12,,UNKNOWN,DISTRICT COLLECTOR TIRUVALLUR_IDA,,POONDI,Ananderi,K Jayakumar,Lok Sabha,TIRUVALLUR [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR TIRUVALLUR_IDA,SYNTHETIC TIRUVALLUR Lighting Works Constructions,,,,,,,,10.806483,78.704042,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Ananderi, Tamil Nadu",0,,,
synthetic:enr:26102:005502,internal:8da68745c97139fe13074ac669c89a3a11e878ac15c9cbea5ba2704d1ab51f59,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Tamil Nadu,KANNIYAKUMARI,Normal/Others,NA - Construction of buildings for crèches and anganwadies,1180000,2023-08-30,Unsanctioned,FUTURE,DISTRICT COLLECTOR KANNIYAKUMARI_IDA,Nagercoil,,,vijayakumar Vasanth,Lok Sabha,KANNIYAKUMARI [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR KANNIYAKUMARI_IDA,SYNTHETIC KANNIYAKUMARI Building Works Contractor,,,,,,,,11.049823,78.666181,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Building site near Nagercoil, Tamil Nadu",0,,,
synthetic:enr:26102:005503,internal:8da89ca5252aa70ce1d2957cc2689b5741ee5736e3f72dc72c288b59460eee2f,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Himachal Pradesh,HAMIRPUR_HP,Normal/Others,WS/MP517/2023-2024/24842 - Construction of footpaths and pedestrian ways,75000,2023-09-22,Unsanctioned,FUTURE,DEPUTY COMMISSIOENR UNA_IDA,,UNA,Sunehra (213),Anurag Singh Thakur,Lok Sabha,DEPUTY COMMISSIOENR UNA [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIOENR UNA_IDA,SYNTHETIC DEPUTY COMMISSIOENR UNA General Works Contractor,,,,,,,,31.284043,76.944356,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Sunehra (213), Himachal Pradesh",0,,,
synthetic:enr:26102:005504,internal:8dabc55a67d5639d77e52073392d131b8dcdf84c8761e43a0f4c769ab6ab6ccf,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Tamil Nadu,VILUPPURAM(SC),Normal/Others,WS/MP457/2023-2024/11003 - Street lights,250000,2023-08-18,Ongoing,ONGOING,DISTRICT COLLECTOR VILLUPURAM_IDA,,MARAKKANAM,Alapakkam,D Ravikumar,Lok Sabha,VILLUPURAM [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR VILLUPURAM_IDA,SYNTHETIC VILLUPURAM Lighting Works Constructions,2023-09-09,2023-09-24,2024-10-27,2023-09-26,,250000,137634,11.015277,78.650121,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Alapakkam, Tamil Nadu",63,2,68817,137634
synthetic:enr:26102:005505,internal:8db87e4ccbac6ea7c61c5654dda9bda0dc0dc20bb0bd1bfd221fd4760cb4eb35,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Punjab,BHATINDA,Normal/Others,"WS/MP716/2023-2024/20834 - Construction of roads, approach roads, link roads and pathways",614000,2023-09-15,Unsanctioned,FUTURE,Deputy commissioner mansa_IDA,,BHIKHI,Aklia (6),Smt Harsimrat Kaur Badal,Lok Sabha,mansa [SYNTHETIC],SYNTHETIC implementing unit attached to Deputy commissioner mansa_IDA,SYNTHETIC mansa Roadworks Contractor,,,,,,,,30.974491,75.485437,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Aklia (6), Punjab",0,,,
synthetic:enr:26102:005506,internal:8dbd1114e7a182be1f7ebc942fd0bb056f8160b7330b3517a32c901133e0f845,HYBRID,SYNTHETIC,2024-06-30,TIME_ANOMALY,,,,SYNTHETIC TIME_ANOMALY/STUCK signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Madhya Pradesh,VIDISHA,Normal/Others,WS/MP649/2023-2024/30215 - Providing drains and gutters for public drainage,200000,2023-10-02,Sanctioned,FUTURE,DISTRICT COLLECTOR SEHORE_IDA,,BUDNI,Murari,Ramakant Bhargava,Lok Sabha,SEHORE [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR SEHORE_IDA,SYNTHETIC SEHORE General Works Constructions,2023-10-30,2023-11-19,2024-02-13,2023-11-19,,200000,9000,23.188265,78.378512,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Murari, Madhya Pradesh",5,,,
